,Unnamed: 0,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,num_cats,cat_id,thirty_days,other_days,spec_needs,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
921,334,Misty,6,0,Adult,Domestic Short Hair,Gray & White,Small,Female,"Gentle, loving",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,43.0,Barbara the Cat Lady,thirty_days,1,Misty Barbara the Cat Lady,True,False,False,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,True
922,335,Double,4,1,Young,Domestic Short Hair,Black & White / Tuxedo,Large,Male,loves petting and other cats,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,57.0,Barbara the Cat Lady,thirty_days,1,Double Barbara the Cat Lady,True,False,False,False,Short,Black & White / Tuxedo,False,True,4,True,DSH,Thirty Days Plus,False,True,True,True,False,True
923,336,Fosters Needed,0,0,Kitten,Domestic Short Hair Mix,Brown / Chocolate,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,117.0,FAT Cats,thirty_days,1,Fosters Needed FAT Cats,True,False,False,False,unknown,Brown / Chocolate,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
924,337,Xoxo,6,0,Young,Domestic Short Hair,Black,Large,Male,"Loving, Playful, Active, Hugger",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,124.0,Brooklyn's Finest Animal Clinic,thirty_days,1,Xoxo Brooklyn's Finest Animal Clinic,True,False,False,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,True
925,338,Scuttle,6,0,Young,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Male,", Friendly, Affectionate, Gentle, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$300.00,unknown,Short,98.0,Brooklyn's Finest Animal Clinic,thirty_days,1,Scuttle Brooklyn's Finest Animal Clinic,True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,True
926,339,Joots,6,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Large,Male,"Couch potato, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$300.00,Other cats.,Short,86.0,Brooklyn's Finest Animal Clinic,thirty_days,1,Joots Brooklyn's Finest Animal Clinic,True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,True,True
927,340,ZIGGY,2,0,Kitten,Domestic Short Hair Mix,Black,Small,Male,"Friendly, Affectionate, Playful, Smart, Curious",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$200.00,Dogs.,Short,158.0,Paul the Cat Guy Inc,thirty_days,1,ZIGGY Paul the Cat Guy Inc,True,False,False,False,Short,Black,False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,True,True
928,341,GRETCHEN,3,0,Adult,Torbie & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Female,", Friendly, Affectionate, Loyal, Playful, Smart, Funny, Couch potato, Loves kisses, Curious, Independent",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$200.00,Dogs.,Short,140.0,Paul the Cat Guy Inc,thirty_days,1,GRETCHEN Paul the Cat Guy Inc,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,True,True
929,342,Dream - Sweet Playful Fluffball,4,1,Kitten,Domestic Short Hair Mix,Calico,Medium,Female,"Loving, playful, active, fun, curious, sweet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,162.0,Hopewell Rescue,thirty_days,1,Dream - Sweet Playful Fluffball Hopewell Rescue,True,False,False,False,Short,Calico,False,True,4,True,DSH,Thirty Days Plus,False,True,True,True,False,True
930,343,SUGARPLUM,4,0,Young,Tabby & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,140.0,Paul the Cat Guy Inc,thirty_days,1,SUGARPLUM Paul the Cat Guy Inc,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
931,344,Cherry,3,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Brown / Chocolate),Small,Female,", Friendly, Affectionate, Gentle, Playful, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,"Dogs, children.",Short,143.0,Paul the Cat Guy Inc,thirty_days,1,Cherry Paul the Cat Guy Inc,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,True,True
932,345,MARIO,5,1,Adult,Tuxedo & Domestic Short Hair Mix,Black,Large,Male,", Friendly, Affectionate, Loyal, Gentle, Smart, Couch potato, Loves kisses, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",Children.,$200.00,"Other cats, dogs.",Short,292.0,Paul the Cat Guy Inc,thirty_days,1,MARIO Paul the Cat Guy Inc,True,False,False,False,Short,Black,False,True,5,True,DSH,Thirty Days Plus,False,True,True,True,True,True
933,346,Bailey,5,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$175.00,unknown,Short,304.0,Paul the Cat Guy Inc,thirty_days,1,Bailey Paul the Cat Guy Inc,True,False,False,False,Short,Black & White / Tuxedo,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
934,347,LUNA,4,1,Adult,Domestic Short Hair,Black,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$175.00,unknown,Short,328.0,Paul the Cat Guy Inc,thirty_days,1,LUNA Paul the Cat Guy Inc,True,False,False,False,Short,Black,False,True,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
935,348,TOASTY,4,1,Adult,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,", Friendly, Affectionate, Loyal, Smart, Brave, Curious, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$200.00,"Other cats, dogs, children.",Short,347.0,Paul the Cat Guy Inc,thirty_days,1,TOASTY Paul the Cat Guy Inc,True,False,False,False,Short,Gray / Blue / Silver,False,True,4,True,DSH,Thirty Days Plus,False,True,True,False,True,True
936,349,CHILI,2,0,Young,Tabby & Domestic Short Hair Mix,unknown,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$175.00,unknown,Short,138.0,Paul the Cat Guy Inc,thirty_days,1,CHILI Paul the Cat Guy Inc,True,False,False,False,Short,unknown,False,False,2,True,DSH,Thirty Days Plus,False,False,True,True,False,False
937,350,Lily,2,0,Adult,Calico,Calico,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Dogs.,Short,63.0,Lindas Feral Cat Assistance,thirty_days,1,Lily Lindas Feral Cat Assistance,True,False,False,False,Short,Calico,False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,True,False
938,351,Biggie,2,0,Adult,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,64.0,Lindas Feral Cat Assistance,thirty_days,1,Biggie Lindas Feral Cat Assistance,True,False,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,False
939,352,Coconut,0,0,Adult,Domestic Short Hair,Tabby (Orange / Red),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,70.0,Lindas Feral Cat Assistance,thirty_days,1,Coconut Lindas Feral Cat Assistance,True,False,False,False,Short,Tabby (Orange / Red),False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
940,353,Autumn,4,0,Adult,Domestic Short Hair,Orange & White,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,unknown,,69.0,KittyKaretakers of Queens,thirty_days,1,Autumn KittyKaretakers of Queens,True,False,False,False,unknown,Orange & White,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
941,354,Raven,3,0,Adult,Domestic Short Hair,Black,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,68.0,KittyKaretakers of Queens,thirty_days,1,Raven KittyKaretakers of Queens,True,False,False,False,unknown,Black,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,False
942,355,Clara,6,0,Young,Siamese,Cream Point,Medium,Female,"Courtesy Listing, Friendly, Affectionate, Loyal, Smart, Independent",Yes,Spayed / neutered.,Dogs.,,"Other cats, children.",Short,236.0,KittyKaretakers of Queens,thirty_days,1,Clara KittyKaretakers of Queens,True,False,False,False,Short,Cream Point,False,False,6,True,Other,Thirty Days Plus,False,True,True,True,True,True
943,356,Gizmo and Peony,6,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,"Friendly, Affectionate, Gentle, Playful, Smart, Curious, Funny, Athletic, lap cat, snugly, cuddly, sweet, loving",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,287.0,Lincoln Terrace Park Cats,thirty_days,1,Gizmo and Peony Lincoln Terrace Park Cats,True,False,False,False,Short,Tabby (Brown / Chocolate),True,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,True
944,357,Simone,0,0,Young,Domestic Medium Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"Independent, Gentle, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Medium,86.0,Lincoln Terrace Park Cats,thirty_days,1,Simone Lincoln Terrace Park Cats,True,False,False,False,Medium,Tabby (Buff / Tan / Fawn),False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,True
945,358,Tiffany,5,1,Adult,Domestic Short Hair,Tortoiseshell,Large,Female,"affectionate, sweet, shy, playful, silly, loving, social",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,292.0,Lincoln Terrace Park Cats,thirty_days,1,Tiffany Lincoln Terrace Park Cats,True,False,False,False,Short,Tortoiseshell,False,True,5,True,DSH,Thirty Days Plus,False,True,True,True,False,True
946,359,Mike,3,1,Adult,Domestic Short Hair Mix,Black,Large,Male,"gentle, sweet, quiet",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,266.0,Neighborhood Cats Inc.,thirty_days,1,Mike Neighborhood Cats Inc.,True,False,False,False,Short,Black,False,True,3,True,DSH,Thirty Days Plus,False,True,True,False,False,True
947,360,Obi Wan,2,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,"playful, active, chatty",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,Short,252.0,Neighborhood Cats Inc.,thirty_days,1,Obi Wan Neighborhood Cats Inc.,True,False,False,False,Short,Orange / Red,False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,True
948,361,Miggy and Mia,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,Vaccinations up to date.,unknown,,unknown,Short,108.0,Neighborhood Cats Inc.,thirty_days,1,Miggy and Mia Neighborhood Cats Inc.,True,False,False,False,Short,Tabby (Brown / Chocolate),True,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
949,362,Rocco,0,0,Adult,Domestic Short Hair,Orange / Red,Medium,Male,unknown,Yes,"Spayed / neutered, special needs. Rocco is FIV positive, that doesn't mean he cannot live a long healthy life, he can live with non FIV cats as well.",unknown,,unknown,,84.0,Neighborhood Cats Inc.,thirty_days,1,Rocco Neighborhood Cats Inc.,True,False,False,False,unknown,Orange / Red,False,False,0,False,DSH,Thirty Days Plus,True,True,True,False,False,False
950,363,Victoria,2,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Female,unknown,Yes,Spayed / neutered.,"Other cats, children.",,unknown,Short,193.0,Neighborhood Cats Inc.,thirty_days,1,Victoria Neighborhood Cats Inc.,True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,False
951,364,Sabrina,0,0,Adult,Domestic Short Hair,Black,Medium,Female,unknown,Yes,Spayed / neutered.,"Other cats, children.",,unknown,,177.0,Neighborhood Cats Inc.,thirty_days,1,Sabrina Neighborhood Cats Inc.,True,False,False,False,unknown,Black,False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
952,365,Rusty,3,0,Adult,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Female,"lap cat, purr machine",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,Children.,Short,280.0,Neighborhood Cats Inc.,thirty_days,1,Rusty Neighborhood Cats Inc.,True,False,False,False,Short,Tabby (Tiger Striped),False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,True,True
953,366,Vasily,4,1,Young,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Medium,Male,"sociable, cuddly, affectionate, gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,240.0,Neighborhood Cats Inc.,thirty_days,1,Vasily Neighborhood Cats Inc.,True,False,False,False,Short,Tabby (Brown / Chocolate),False,True,4,True,DSH,Thirty Days Plus,False,True,True,True,False,True
954,367,Mystery,2,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,"Other cats, dogs, children.",Short,19.0,Bayonne Feral Cat Foundation,thirty_days,1,Mystery Bayonne Feral Cat Foundation,True,False,False,False,Short,Gray & White,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,True,False
955,368,Luna,0,0,Young,Domestic Short Hair Mix,White,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,92.0,Hurricane Pets Rescue Inc.,thirty_days,1,Luna Hurricane Pets Rescue Inc.,True,False,False,False,Short,White,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
956,369,KOBE,6,0,Adult,Domestic Short Hair & British Shorthair Mix,Orange & White,Extra Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,"Other cats, other animals. Kobe is a bit dominant with other cats. He does get along with dogs.",Short,205.0,"Timber's Legacy, Inc.",thirty_days,1,"KOBE Timber's Legacy, Inc.",True,False,False,False,Short,Orange & White,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,True,False
957,370,avalache,4,0,Adult,Domestic Short Hair,White,Small,Male,unknown,Yes,"Spayed / neutered, special needs. on Prozac for anxiety, may be other cat related.",unknown,,"Other cats, dogs.",,168.0,Puppy Kitty NY City,thirty_days,1,avalache Puppy Kitty NY City,True,False,False,False,unknown,White,False,False,4,True,DSH,Thirty Days Plus,True,True,True,False,True,False
958,371,Chloe,2,0,Young,Tortoiseshell & Domestic Short Hair Mix,unknown,Small,Female,unknown,Yes,Spayed / neutered.,"Other cats, dogs.",,unknown,,94.0,Puppy Kitty NY City,thirty_days,1,Chloe Puppy Kitty NY City,True,False,False,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,False,False,True,True,False,False
959,372,carol,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Female,unknown,Yes,Spayed / neutered.,Other cats.,,Dogs.,,171.0,Puppy Kitty NY City,thirty_days,1,carol Puppy Kitty NY City,True,False,False,False,unknown,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,True,False
960,373,Abigail,6,0,Senior,Tuxedo,unknown,Small,Female,unknown,Yes,"Spayed / neutered, declawed.",unknown,,Dogs.,,182.0,Puppy Kitty NY City,thirty_days,1,Abigail Puppy Kitty NY City,True,False,False,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,False,False,True,False,True,False
961,374,Nori,4,0,Adult,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, special needs.",Dogs.,,unknown,,22.0,Lawns to Laps Cat Rescue,thirty_days,1,Nori Lawns to Laps Cat Rescue,True,False,False,False,unknown,unknown,False,False,4,True,DSH,Thirty Days Plus,True,False,True,True,False,False
962,375,Lady,5,0,Adult,Domestic Medium Hair,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered, special needs.",Other cats.,$125.00,"Dogs, children.",,22.0,Lawns to Laps Cat Rescue,thirty_days,1,Lady Lawns to Laps Cat Rescue,True,False,False,False,unknown,unknown,False,False,5,True,Other,Thirty Days Plus,True,False,True,True,True,False
963,376,Pairs of kittens!,6,0,Kitten,Domestic Short Hair,Black,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,$350.00,unknown,Short,118.0,Kitten Nuggets,thirty_days,1,Pairs of kittens! Kitten Nuggets,True,False,False,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,False
964,377,Ricardo,0,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,"playful, clumbsy, handsome, active, charming, smart, Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Dignified, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Dogs, other animals. Friendly Dogs and other cats with more submissive personalities.",$100.00,unknown,Short,133.0,"Inky Blue Sea Companion Animal Rescue,…",thirty_days,1,"Ricardo Inky Blue Sea Companion Animal Rescue,…",True,False,False,False,Short,Orange & White,False,False,0,False,DSH,Thirty Days Plus,True,True,True,True,False,True
965,378,Pepsi,0,0,Adult,Domestic Short Hair,Tabby (Tiger Striped),Extra Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,Other cats.,,0.0,Manhattan Valley Cat Rescue,thirty_days,1,Pepsi Manhattan Valley Cat Rescue,True,False,False,True,unknown,Tabby (Tiger Striped),False,False,0,False,DSH,Thirty Days Plus,False,True,False,True,True,False
966,379,Cleo and Caspar,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,53.0,Manhattan Valley Cat Rescue,thirty_days,1,Cleo and Caspar Manhattan Valley Cat Rescue,True,False,False,False,unknown,Black & White / Tuxedo,True,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
967,380,Sassy,2,0,Young,Tortoiseshell,unknown,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Medium,85.0,Manhattan Valley Cat Rescue,thirty_days,1,Sassy Manhattan Valley Cat Rescue,True,False,False,False,Medium,unknown,False,False,2,True,DSH,Thirty Days Plus,False,False,True,False,False,False
968,381,Patches,0,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,66.0,Manhattan Valley Cat Rescue,thirty_days,1,Patches Manhattan Valley Cat Rescue,True,False,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
969,382,Baby Nives,4,0,Kitten,Tabby,Tabby (Brown / Chocolate),Medium,Female,"Friendly, Affectionate, Playful, Athletic, initially shy",Yes,"Vaccinations up to date, special needs.","Other cats, dogs, children.",$150.00,unknown,Short,98.0,NYC Teens for Animals,thirty_days,1,Baby Nives NYC Teens for Animals,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,True,True,True,True,False,True
970,383,Leroy & Lincoln,0,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,113.0,Anarchy Animal Rescue,thirty_days,1,Leroy & Lincoln Anarchy Animal Rescue,True,False,False,False,unknown,Black & White / Tuxedo,True,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
