,Unnamed: 0,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,num_cats,cat_id,thirty_days,other_days,spec_needs,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
852,265,Yuki,5,0,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,140.0,Anjellicle Cats Rescue,thirty_days,1,Yuki Anjellicle Cats Rescue,True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,5,True,DSH,Thirty Days Plus,False,True,True,False,False,False
853,266,Baloo,6,0,Young,Domestic Short Hair Mix,Black,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,182.0,Anjellicle Cats Rescue,thirty_days,1,Baloo Anjellicle Cats Rescue,True,False,False,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,False
854,267,Gracelynn,2,0,Young,Domestic Short Hair Mix,Gray / Blue / Silver,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,119.0,Anjellicle Cats Rescue,thirty_days,1,Gracelynn Anjellicle Cats Rescue,True,False,False,False,Short,Gray / Blue / Silver,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
855,268,Peter,3,0,Senior,Domestic Short Hair Mix,Black & White / Tuxedo,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,150.0,Anjellicle Cats Rescue,thirty_days,1,Peter Anjellicle Cats Rescue,True,False,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,True,False
856,269,Midnight,0,0,Adult,Domestic Short Hair,Black,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,103.0,Anjellicle Cats Rescue,thirty_days,1,Midnight Anjellicle Cats Rescue,True,False,False,False,unknown,Black,False,False,0,False,DSH,Thirty Days Plus,False,True,True,False,False,False
857,270,Savanna,3,0,Young,Domestic Short Hair,Cream / Ivory,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,114.0,Anjellicle Cats Rescue,thirty_days,1,Savanna Anjellicle Cats Rescue,True,False,False,False,unknown,Cream / Ivory,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
858,271,Mia,2,0,Adult,Domestic Short Hair,unknown,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,98.0,Anjellicle Cats Rescue,thirty_days,1,Mia Anjellicle Cats Rescue,True,False,False,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,False,False,True,False,False,False
859,272,DARCY,4,0,Kitten,Domestic Short Hair,Gray & White,Small,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Brave, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$200.00,Dogs.,Short,166.0,Paul the Cat Guy Inc,thirty_days,1,DARCY Paul the Cat Guy Inc,True,False,False,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,True,True
860,273,POTATO,2,0,Kitten,Tabby & Domestic Short Hair Mix,Brown / Chocolate,Small,Male,"Friendly, Affectionate, Loyal, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,Dogs.,,170.0,Paul the Cat Guy Inc,thirty_days,1,POTATO Paul the Cat Guy Inc,True,False,False,False,unknown,Brown / Chocolate,False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,True,True
861,274,GUMDROP,0,0,Kitten,Tuxedo & Domestic Short Hair Mix,Black,Small,Male,", Friendly, Affectionate, Loyal, Playful, Smart, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,Dogs.,Short,141.0,Paul the Cat Guy Inc,thirty_days,1,GUMDROP Paul the Cat Guy Inc,True,False,False,False,Short,Black,False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,True,True
862,275,DIEGO,2,1,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,", Friendly, Playful, Smart, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$200.00,"Other cats, dogs, children.",Short,352.0,Paul the Cat Guy Inc,thirty_days,1,DIEGO Paul the Cat Guy Inc,True,False,False,False,Short,Black & White / Tuxedo,False,True,2,True,DSH,Thirty Days Plus,False,True,True,False,True,True
863,276,"GRAVY - ""Fuzzy Doorstop""",2,0,Adult,Tabby,Tabby (Brown / Chocolate),Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,unknown,,338.0,Paul the Cat Guy Inc,thirty_days,1,"GRAVY - ""Fuzzy Doorstop"" Paul the Cat Guy Inc",True,False,False,False,unknown,Tabby (Brown / Chocolate),False,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,False
864,277,Luna,5,1,Adult,Domestic Short Hair,Black,Small,Female,", Friendly, Playful, Gentle, Curious, Funny, Brave",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, dogs.",,unknown,Short,160.0,Infinite Hope,thirty_days,1,Luna Infinite Hope,True,False,False,False,Short,Black,False,True,5,True,DSH,Thirty Days Plus,True,True,True,True,False,True
865,278,Kobi and Cali,5,1,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,171.0,The Lucky Cat Rescue,thirty_days,1,Kobi and Cali The Lucky Cat Rescue,True,False,False,False,Short,unknown,True,True,5,True,DSH,Thirty Days Plus,False,False,True,False,False,False
866,279,Mini,0,0,Young,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,Short,57.0,The Lucky Cat Rescue,thirty_days,1,Mini The Lucky Cat Rescue,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
867,280,Tortellini (Torty),0,0,Kitten,Domestic Short Hair,Orange & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,288.0,The Lucky Cat Rescue,thirty_days,1,Tortellini (Torty) The Lucky Cat Rescue,True,False,False,False,unknown,Orange & White,False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
868,281,Rigatoni (Toni),0,0,Kitten,Domestic Short Hair,Orange & White,Medium,Male,"Friendly, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,311.0,The Lucky Cat Rescue,thirty_days,1,Rigatoni (Toni) The Lucky Cat Rescue,True,False,False,False,Short,Orange & White,False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,True
869,282,Checkers,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,242.0,The Lucky Cat Rescue,thirty_days,1,Checkers The Lucky Cat Rescue,True,False,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
870,283,Roscoe,6,0,Adult,Domestic Short Hair,unknown,Medium,Male,"loving, affectionate, playful, sweet",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,229.0,The Lucky Cat Rescue,thirty_days,1,Roscoe The Lucky Cat Rescue,True,False,False,False,Short,unknown,False,False,6,True,DSH,Thirty Days Plus,False,False,True,False,False,True
871,284,GG,0,0,Adult,Domestic Short Hair,Tortoiseshell,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,66.0,The Lucky Cat Rescue,thirty_days,1,GG The Lucky Cat Rescue,True,False,False,False,Short,Tortoiseshell,False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
872,285,Seymour,6,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,Spayed / neutered.,unknown,,unknown,Short,173.0,Next Chance Rescue,thirty_days,1,Seymour Next Chance Rescue,True,False,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,False
873,286,Cadbury,4,0,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Small,Male,unknown,Yes,Spayed / neutered.,"Other cats, dogs.",,unknown,Short,87.0,Next Chance Rescue,thirty_days,1,Cadbury Next Chance Rescue,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
874,287,KitKat,4,0,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,Spayed / neutered.,"Other cats, dogs.",,unknown,Short,106.0,Next Chance Rescue,thirty_days,1,KitKat Next Chance Rescue,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
875,288,Reese,4,0,Kitten,Domestic Short Hair & Tabby Mix,Tabby (Tiger Striped),Small,Female,unknown,Yes,Spayed / neutered.,unknown,,unknown,Short,131.0,Next Chance Rescue,thirty_days,1,Reese Next Chance Rescue,True,False,False,False,Short,Tabby (Tiger Striped),False,False,4,True,DSH,Thirty Days Plus,False,True,True,False,False,False
876,289,Carlita,3,0,Kitten,Domestic Short Hair,Calico,Medium,Female,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,,79.0,Next Chance Rescue,thirty_days,1,Carlita Next Chance Rescue,True,False,False,False,unknown,Calico,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,False
877,290,Snickers,4,0,Kitten,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Female,unknown,Yes,Spayed / neutered.,"Other cats, dogs.",,unknown,Short,89.0,Next Chance Rescue,thirty_days,1,Snickers Next Chance Rescue,True,False,False,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
878,291,TimTam,5,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,Spayed / neutered.,"Other cats, dogs.",,unknown,Short,95.0,Next Chance Rescue,thirty_days,1,TimTam Next Chance Rescue,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
879,292,Wendel,6,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,Spayed / neutered.,unknown,,unknown,Short,189.0,Next Chance Rescue,thirty_days,1,Wendel Next Chance Rescue,True,False,False,False,Short,Gray & White,False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,False
880,293,JoJo,6,0,Senior,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,Spayed / neutered.,Children.,,"Other cats, dogs.",Short,170.0,Next Chance Rescue,thirty_days,1,JoJo Next Chance Rescue,True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,True,False
881,294,Adonis,5,0,Adult,Siamese Mix,Seal Point,Medium,Male,"Couch potato, Affectionate, Smart",Yes,"Vaccinations up to date, spayed / neutered, special needs.",unknown,,unknown,Short,166.0,Fuzzy Butt Rescue and TNR,thirty_days,1,Adonis Fuzzy Butt Rescue and TNR,True,False,False,False,Short,Seal Point,False,False,5,True,DSH,Thirty Days Plus,True,True,True,False,False,True
882,295,ARIE & Adrian,4,1,Adult,Domestic Short Hair,Calico,Medium,Male,"friendly, likes to observe, responds to affection, a good cat",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,146.0,Place For Cats,thirty_days,1,ARIE & Adrian Place For Cats,True,False,False,False,Short,Calico,True,True,4,True,DSH,Thirty Days Plus,False,True,True,True,False,True
883,296,ADRIAN & Arie,3,1,Adult,Domestic Short Hair,White,Medium,Male,"handsome, somewhat shy, smallish, friendly though a bit timid",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,161.0,Place For Cats,thirty_days,1,ADRIAN & Arie Place For Cats,True,False,False,False,Short,White,True,True,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
884,297,Delilah,4,0,Senior,Domestic Short Hair,Orange / Red,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,Other cats.,Short,95.0,Frankie's Fund for Feline Care and Rescue,thirty_days,1,Delilah Frankie's Fund for Feline Care and Rescue,True,False,False,False,Short,Orange / Red,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,True,False
885,298,Ruby,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,Playful,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",$125.00,unknown,Short,76.0,Union City Animal Trust,thirty_days,1,Ruby Union City Animal Trust,True,False,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
886,299,Charlotte,5,1,Young,Domestic Short Hair,Gray & White,Medium,Female,", Playful, Smart, Curious, Independent",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,245.0,Union City Feral Cat Committee,thirty_days,1,Charlotte Union City Feral Cat Committee,True,False,False,False,unknown,Gray & White,False,True,5,True,DSH,Thirty Days Plus,False,True,True,True,False,True
887,300,Diamond,3,1,Young,Domestic Short Hair,Black,Medium,Female,"healthy, friendly",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,unknown,Short,88.0,Union City Animal Trust,thirty_days,1,Diamond Union City Animal Trust,True,False,False,False,Short,Black,False,True,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
888,301,Sofi,6,0,Young,Domestic Medium Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"lovable, playful, independent, shy",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,101.0,Union City Animal Trust,thirty_days,1,Sofi Union City Animal Trust,True,False,False,False,unknown,Tabby (Buff / Tan / Fawn),False,False,6,True,Other,Thirty Days Plus,False,True,True,True,False,True
889,302,Begonia,5,0,Adult,Domestic Short Hair,Black,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,"Dogs, children.",,161.0,Union City Feral Cat Committee,thirty_days,1,Begonia Union City Feral Cat Committee,True,False,False,False,unknown,Black,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,True,False
890,303,Roger,6,0,Adult,Domestic Medium Hair,Tabby (Gray / Blue / Silver),Medium,Male,"Loving, affectionate, friendly, fiesty, Easygoing",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,Dogs.,Medium,113.0,Union City Animal Trust,thirty_days,1,Roger Union City Animal Trust,True,False,False,False,Medium,Tabby (Gray / Blue / Silver),False,False,6,True,Other,Thirty Days Plus,False,True,True,False,True,True
891,304,Carson,6,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,"Playful, Outgoing, Friendly, Handsome, Freckles, Energetic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,,69.0,Union City Animal Trust,thirty_days,1,Carson Union City Animal Trust,True,False,False,False,unknown,Gray & White,False,False,6,True,DSH,Thirty Days Plus,False,True,True,False,False,True
892,305,Checkers,6,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Persistent, Determined, Energetic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,102.0,Union City Animal Trust,thirty_days,1,Checkers Union City Animal Trust,True,False,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,True,True,True,False,False,True
893,306,Mito,2,0,Senior,Tabby,Tabby (Gray / Blue / Silver),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered, special needs. Diabetic and FIV positive.",Other cats.,,unknown,Short,108.0,CLAWS,thirty_days,1,Mito CLAWS,True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,2,True,DSH,Thirty Days Plus,True,True,True,True,False,False
894,307,Mini & Maisy,6,0,Kitten,Calico & Domestic Short Hair Mix,Calico,Medium,Female,unknown,Yes,Vaccinations up to date.,Other cats.,,unknown,Short,117.0,CLAWS,thirty_days,1,Mini & Maisy CLAWS,True,False,False,False,Short,Calico,True,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
895,308,"URGENT FOSTER HOME NEEDED!! ""Mama""",3,0,Adult,Tabby,Tabby (Brown / Chocolate),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,79.0,CLAWS,thirty_days,1,"URGENT FOSTER HOME NEEDED!! ""Mama"" CLAWS",True,False,False,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,False
896,309,Sky Urgent foster home needed!,3,0,Adult,Domestic Short Hair,Gray & White,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,37.0,CLAWS,thirty_days,1,Sky Urgent foster home needed! CLAWS,True,False,False,False,Short,Gray & White,False,False,3,True,DSH,Thirty Days Plus,False,True,True,False,False,False
897,310,Puffy and Einstein,5,0,Adult,Domestic Long Hair,Gray / Blue / Silver,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,57.0,CLAWS,thirty_days,1,Puffy and Einstein CLAWS,True,False,False,False,Short,Gray / Blue / Silver,True,False,5,True,DLH,Thirty Days Plus,False,True,True,False,False,False
898,311,Gigi,2,0,Adult,Tortoiseshell,Tortoiseshell,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,58.0,CLAWS,thirty_days,1,Gigi CLAWS,True,False,False,False,Short,Tortoiseshell,False,False,2,True,DSH,Thirty Days Plus,False,True,True,False,False,False
899,312,Dodo White Kuwaiti Purrsian,0,0,Adult,Persian,White,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,330.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Dodo White Kuwaiti Purrsian Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,White,False,False,0,False,Other,Thirty Days Plus,False,True,True,True,False,False
900,313,Liza Kuwaiti Exotic Short Hair,0,0,Adult,Exotic Shorthair Mix,Tabby (Gray / Blue / Silver),Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Medium,317.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Liza Kuwaiti Exotic Short Hair Zanis Furry Friends ZFF, Inc",True,False,False,False,Medium,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
901,314,Jackson FL Tux kitty,4,0,Kitten,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,264.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Jackson FL Tux kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,Black & White / Tuxedo,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
902,315,Cocoa FL Calico kitty,5,0,Kitten,Domestic Short Hair & Calico Mix,Calico,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Cocoa FL Calico kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,Calico,False,False,5,True,DSH,Thirty Days Plus,False,True,True,True,False,False
903,316,Pensacola FL Tabby kitty,3,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Pensacola FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,False
904,317,Augustine FL Tabby kitty,4,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,492.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Augustine FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,False
905,318,Boca FL Tabby kitty,3,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Boca FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,False
906,319,Miami FL Tabby kitty,0,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,288.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Miami FL Tabby kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Thirty Days Plus,False,True,True,True,False,False
907,320,Orlando FL Tux kitty,6,0,Kitten,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,269.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Orlando FL Tux kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
908,321,Bocella Minnie Squeakerton NYC kitty,4,0,Kitten,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Female,", Gentle, Playful, Smart, Brave",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, dogs, children.",,unknown,Short,331.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Bocella Minnie Squeakerton NYC kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,Short,Tabby (Gray / Blue / Silver),False,False,4,True,DSH,Thirty Days Plus,True,True,True,True,False,True
909,322,Flash Aloha Black NYC Bombshell,3,0,Kitten,Bombay,Black,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Dogs.,,Children.,Short,350.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Flash Aloha Black NYC Bombshell Zanis Furry Friends ZFF, Inc",True,False,False,False,Short,Black,False,False,3,True,Other,Thirty Days Plus,False,True,True,True,True,False
910,323,Jaclyn NJ Kitty,6,0,Young,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,316.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Jaclyn NJ Kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,Tabby (Gray / Blue / Silver),False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,False
911,324,Topaz Itty Bitty NYC Calico Kitty,2,0,Kitten,Domestic Short Hair,unknown,Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,308.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Topaz Itty Bitty NYC Calico Kitty Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,False,False,True,True,False,False
912,325,Bernard Bombay & Ernest Tiger NYC Bros,2,0,Kitten,Bombay & Domestic Short Hair Mix,Black,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,290.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Bernard Bombay & Ernest Tiger NYC Bros Zanis Furry Friends ZFF, Inc",True,False,False,False,unknown,Black,True,False,2,True,DSH,Thirty Days Plus,False,True,True,True,False,False
913,326,Happy Go Lucky NYC Solo Cat,4,0,Adult,Domestic Medium Hair,Tabby (Gray / Blue / Silver),Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Dogs, children.",,Other cats.,Medium,424.0,"Zanis Furry Friends ZFF, Inc",thirty_days,1,"Happy Go Lucky NYC Solo Cat Zanis Furry Friends ZFF, Inc",True,False,False,False,Medium,Tabby (Gray / Blue / Silver),False,False,4,True,Other,Thirty Days Plus,False,True,True,True,True,False
914,327,Basil,3,0,Kitten,Domestic Short Hair,Black,Medium,Male,"Affectionate, Playful, Smart, Curious, Independent, Funny, Athletic, Loves kisses, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$120.00,unknown,Short,179.0,Cat Republic,thirty_days,1,Basil Cat Republic,True,False,False,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
915,328,Ever,4,0,Senior,Domestic Short Hair,Gray & White,Large,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,242.0,Cat Republic,thirty_days,1,Ever Cat Republic,True,False,False,False,Short,Gray & White,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,True,False
916,329,Calix,5,0,Adult,Domestic Short Hair,unknown,Medium,Male,"shy, easy, loves cats",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$80.00,unknown,Short,210.0,Cat Republic,thirty_days,1,Calix Cat Republic,True,False,False,False,Short,unknown,False,False,5,True,DSH,Thirty Days Plus,False,False,True,True,False,True
917,330,Tiger Balm,5,1,Senior,Domestic Short Hair,Tabby (Brown / Chocolate),Large,Male,"lazy, senior",Yes,Spayed / neutered.,unknown,$80.00,unknown,Short,178.0,Cat Republic,thirty_days,1,Tiger Balm Cat Republic,True,False,False,False,Short,Tabby (Brown / Chocolate),False,True,5,True,DSH,Thirty Days Plus,False,True,True,False,False,True
918,331,Ringtail,4,0,Adult,Domestic Short Hair,White,Medium,Male,"playful, affectionate, active, Friendly, Affectionate, Playful, Gentle, Funny",Yes,"Vaccinations up to date, spayed / neutered.",Children.,,unknown,Short,157.0,FAT Cats,thirty_days,1,Ringtail FAT Cats,True,False,False,False,Short,White,False,False,4,True,DSH,Thirty Days Plus,False,True,True,True,False,True
919,332,Willie,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,Adores people,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,105.0,Barbara the Cat Lady,thirty_days,1,Willie Barbara the Cat Lady,True,False,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,False,True,True,True,False,True
920,333,Peach,6,0,Young,Domestic Short Hair,Orange & White,Medium,Male,"Timid, gentle, Quiet, Gentle, Independent",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,unknown,Short,109.0,Barbara the Cat Lady,thirty_days,1,Peach Barbara the Cat Lady,True,False,False,False,Short,Orange & White,False,False,6,True,DSH,Thirty Days Plus,False,True,True,True,False,True
