,cat_name,num_images,num_videos,age,breed,color,sex,characteristics,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,pet_narrative,coat_length_miss,color_miss,color_bool,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool,more_than_1_cat,video,num_pictures,pictures,breed_type,is_dupe,Days_On_Site
1814,Luca,4,0,Adult,Domestic Short Hair,Gray & White,Male,unknown,Other cats.,,unknown,Short,87.0,Animal Rescue Force,thirty_days,Luca Animal Rescue Force,True,False,True,Short,Gray & White,True,True,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1815,Aria,2,0,Young,Domestic Short Hair,Tabby (Brown / Chocolate),Female,unknown,Other cats.,,unknown,Short,118.0,Animal Rescue Force,thirty_days,Aria Animal Rescue Force,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1816,Hailey,0,0,Adult,Domestic Short Hair,Buff / Tan / Fawn,Female,unknown,Other cats.,,unknown,,55.0,Animal Rescue Force,thirty_days,Hailey Animal Rescue Force,True,False,True,unknown,Buff / Tan / Fawn,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1817,Sophie (Cindy),3,0,Adult,Tabby & Tiger Mix,Tabby (Brown / Chocolate),Female,", Friendly, Affectionate, Gentle","Other cats, children.",$120.00,unknown,Short,119.0,Animal Rescue Force,thirty_days,Sophie (Cindy) Animal Rescue Force,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,True,False,False,3,True,DSH,False,Thirty Days Plus
1818,Prince,0,0,Young,Domestic Short Hair,Tabby (Brown / Chocolate),Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Prince All About Cats Rescue, Inc",True,False,True,Short,Tabby (Brown / Chocolate),True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1819,Snap,0,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Snap All About Cats Rescue, Inc",True,False,True,Short,Tabby (Buff / Tan / Fawn),True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1820,Blake,0,0,Kitten,Domestic Short Hair,Gray & White,Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Blake All About Cats Rescue, Inc",True,False,True,Short,Gray & White,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1821,Briella,2,0,Kitten,Domestic Short Hair,Black,Female,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Briella All About Cats Rescue, Inc",True,False,True,Short,Black,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1822,Boda,3,0,Young,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Female,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Boda All About Cats Rescue, Inc",True,False,True,Short,Tabby (Buff / Tan / Fawn),True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1823,Leo,2,0,Kitten,Domestic Short Hair,Gray & White,Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Leo All About Cats Rescue, Inc",True,False,True,Short,Gray & White,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1824,Sonny,3,0,Kitten,Domestic Short Hair,Black,Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Sonny All About Cats Rescue, Inc",True,False,True,Short,Black,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1825,Christina,2,0,Kitten,Domestic Short Hair,Black,Female,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Christina All About Cats Rescue, Inc",True,False,True,Short,Black,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1826,Adam,0,0,Kitten,Domestic Short Hair,Black,Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Adam All About Cats Rescue, Inc",True,False,True,Short,Black,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1827,Alaska,0,0,Kitten,Domestic Short Hair,Gray & White,Female,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Alaska All About Cats Rescue, Inc",True,False,True,Short,Gray & White,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1828,Fluffy,0,0,Adult,Domestic Medium Hair,Tabby (Orange / Red),Male,unknown,unknown,,unknown,Medium,67.0,"All About Cats Rescue, Inc",thirty_days,"Fluffy All About Cats Rescue, Inc",True,False,True,Medium,Tabby (Orange / Red),True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1829,Pee Wee,0,0,Adult,Domestic Short Hair,Dilute Calico,Male,unknown,unknown,,unknown,Short,61.0,"All About Cats Rescue, Inc",thirty_days,"Pee Wee All About Cats Rescue, Inc",True,False,True,Short,Dilute Calico,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1830,Yum Yum,0,0,Adult,Domestic Short Hair,Dilute Calico,Male,unknown,unknown,,unknown,Short,61.0,"All About Cats Rescue, Inc",thirty_days,"Yum Yum All About Cats Rescue, Inc",True,False,True,Short,Dilute Calico,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1831,Foxy,2,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,unknown,,unknown,,143.0,"All About Cats Rescue, Inc",thirty_days,"Foxy All About Cats Rescue, Inc",True,False,True,unknown,Black & White / Tuxedo,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1832,Andy,3,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Male,unknown,unknown,,unknown,,32.0,"All About Cats Rescue, Inc",thirty_days,"Andy All About Cats Rescue, Inc",True,False,True,unknown,Tabby (Gray / Blue / Silver),True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1833,Angela,3,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Female,unknown,unknown,,unknown,,32.0,"All About Cats Rescue, Inc",thirty_days,"Angela All About Cats Rescue, Inc",True,False,True,unknown,Tabby (Buff / Tan / Fawn),True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1834,Amy,4,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Female,unknown,unknown,,unknown,,32.0,"All About Cats Rescue, Inc",thirty_days,"Amy All About Cats Rescue, Inc",True,False,True,unknown,Tabby (Buff / Tan / Fawn),True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1835,Amos,2,0,Kitten,Domestic Short Hair,Black,Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Amos All About Cats Rescue, Inc",True,False,True,Short,Black,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1836,Spotty,3,0,Adult,Tabby,unknown,Male,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Spotty All About Cats Rescue, Inc",True,False,True,Short,unknown,False,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1837,Martha,3,0,Adult,Domestic Medium Hair,Black,Female,unknown,unknown,,unknown,Short,32.0,"All About Cats Rescue, Inc",thirty_days,"Martha All About Cats Rescue, Inc",True,False,True,Short,Black,True,False,False,False,False,False,3,True,Other,False,Thirty Days Plus
1838,Tommy Toes,4,0,Adult,Tabby,White,Male,unknown,unknown,,unknown,,81.0,"All About Cats Rescue, Inc",thirty_days,"Tommy Toes All About Cats Rescue, Inc",True,False,True,unknown,White,True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1839,Sally,5,0,Young,Domestic Medium Hair,Black,Female,unknown,unknown,,unknown,,54.0,"All About Cats Rescue, Inc",thirty_days,"Sally All About Cats Rescue, Inc",True,False,True,unknown,Black,True,False,False,False,False,False,5,True,Other,False,Thirty Days Plus
1840,Lola,5,0,Young,Dilute Tortoiseshell,unknown,Female,unknown,unknown,,unknown,,64.0,"All About Cats Rescue, Inc",thirty_days,"Lola All About Cats Rescue, Inc",True,False,True,unknown,unknown,False,False,False,False,False,False,5,True,DSH,False,Thirty Days Plus
1841,Charlie,0,0,Adult,Domestic Short Hair Mix,Black,Male,unknown,unknown,,unknown,,32.0,Pets4Luv Foundation,thirty_days,Charlie Pets4Luv Foundation,True,False,True,unknown,Black,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1842,Chaplin,0,0,Adult,Domestic Long Hair Mix,Black,Male,unknown,unknown,$150.00,unknown,,29.0,Pets4Luv Foundation,thirty_days,Chaplin Pets4Luv Foundation,True,False,True,unknown,Black,True,False,False,False,False,False,0,False,DLH,False,Thirty Days Plus
1843,Lucy,0,0,Kitten,Domestic Short Hair & Russian Blue Mix,Gray / Blue / Silver,Female,unknown,unknown,$250.00,unknown,,0.0,Pets4Luv Foundation,thirty_days,Lucy Pets4Luv Foundation,True,True,False,unknown,Gray / Blue / Silver,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1844,Lucia,0,0,Kitten,Domestic Short Hair & Russian Blue Mix,Gray / Blue / Silver,Female,unknown,unknown,$250.00,unknown,,0.0,Pets4Luv Foundation,thirty_days,Lucia Pets4Luv Foundation,True,True,False,unknown,Gray / Blue / Silver,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1845,Helios,6,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Male,unknown,Other cats.,,unknown,,101.0,Pets4Luv Foundation,thirty_days,Helios Pets4Luv Foundation,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1846,Blaze,3,0,Adult,Siamese,unknown,Male,unknown,Other cats.,,unknown,,0.0,Pets4Luv Foundation,thirty_days,Blaze Pets4Luv Foundation,True,True,False,unknown,unknown,False,True,False,False,False,False,3,True,Other,False,Thirty Days Plus
1847,Sage,2,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Female,unknown,unknown,,unknown,,0.0,Pets4Luv Foundation,thirty_days,Sage Pets4Luv Foundation,True,True,False,unknown,Black & White / Tuxedo,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1848,Shera,6,0,Adult,Russian Blue,Gray / Blue / Silver,Female,unknown,"Other cats, dogs.",$100.00,unknown,Short,149.0,Pets4Luv Foundation,thirty_days,Shera Pets4Luv Foundation,True,False,True,Short,Gray / Blue / Silver,True,True,False,False,False,False,6,True,Other,True,Thirty Days Plus
1849,Kerri,5,0,Adult,Domestic Short Hair Mix,unknown,Female,unknown,Other cats.,,unknown,,41.0,Pets4Luv Foundation,thirty_days,Kerri Pets4Luv Foundation,True,False,True,unknown,unknown,False,True,False,False,False,False,5,True,DSH,True,Thirty Days Plus
1850,Glenda,5,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Female,unknown,"Other cats, dogs.",,unknown,,107.0,Pets4Luv Foundation,thirty_days,Glenda Pets4Luv Foundation,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,5,True,DSH,False,Thirty Days Plus
1853,Louie,6,0,Senior,Domestic Short Hair Mix,Black & White / Tuxedo,Female,unknown,unknown,$100.00,Other cats.,Short,252.0,Pets4Luv Foundation,thirty_days,Louie Pets4Luv Foundation,True,False,True,Short,Black & White / Tuxedo,True,False,True,False,False,False,6,True,DSH,False,Thirty Days Plus
1854,Pepper2,2,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Female,unknown,"Other cats, dogs.",,unknown,,12.0,Pets4Luv Foundation,thirty_days,Pepper2 Pets4Luv Foundation,True,False,True,unknown,Black & White / Tuxedo,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1855,Waldo,6,0,Adult,Domestic Short Hair Mix,Orange & White,Male,unknown,unknown,,unknown,,36.0,Pets4Luv Foundation,thirty_days,Waldo Pets4Luv Foundation,True,False,True,unknown,Orange & White,True,False,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1856,Pepper,0,0,Young,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,"Other cats, dogs.",$150.00,unknown,Short,98.0,Pets4Luv Foundation,thirty_days,Pepper Pets4Luv Foundation,True,False,True,Short,Black & White / Tuxedo,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1857,Skye,2,0,Adult,Tortoiseshell,Tortoiseshell,Female,"Sweet, observant","Other cats, children.",,unknown,Short,70.0,Lawyers In Defense of Animals (LIDA),thirty_days,Skye Lawyers In Defense of Animals (LIDA),True,False,True,Short,Tortoiseshell,True,True,False,True,False,False,2,True,DSH,False,Thirty Days Plus
1858,Office Cats,0,0,Young,Domestic Short Hair & Tabby Mix,unknown,Female,unknown,unknown,,unknown,,74.0,Lawyers In Defense of Animals (LIDA),thirty_days,Office Cats Lawyers In Defense of Animals (LIDA),True,False,True,unknown,unknown,False,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1859,Free-Roamers,3,0,Adult,Domestic Short Hair Mix,unknown,Male,unknown,unknown,,unknown,,213.0,Lawyers In Defense of Animals (LIDA),thirty_days,Free-Roamers Lawyers In Defense of Animals (LIDA),True,False,True,unknown,unknown,False,False,False,False,False,False,3,True,DSH,True,Thirty Days Plus
1860,Jack Sparrow,4,0,Adult,Domestic Short Hair,Black,Male,", Friendly, Affectionate, Gentle, Couch potato, Loves kisses",Children.,,unknown,Short,242.0,Montville Animal Shelter,thirty_days,Jack Sparrow Montville Animal Shelter,True,False,True,Short,Black,True,True,False,True,False,False,4,True,DSH,False,Thirty Days Plus
1861,Lyra & Capella (bonded pair),5,0,Young,Domestic Short Hair,Gray & White,Female,", Friendly, Affectionate, Gentle, Playful, Curious",Children.,,"Other cats, dogs.",,152.0,Montville Animal Shelter,thirty_days,Lyra & Capella (bonded pair) Montville Animal Shelter,True,False,True,unknown,Gray & White,True,True,True,True,True,False,5,True,DSH,False,Thirty Days Plus
1862,Nutmeg - indoor/outdoor,5,1,Adult,Domestic Short Hair,unknown,Female,unknown,unknown,,"Other cats, dogs, children.",,161.0,Montville Animal Shelter,thirty_days,Nutmeg - indoor/outdoor Montville Animal Shelter,True,False,True,unknown,unknown,False,False,True,False,False,True,5,True,DSH,False,Thirty Days Plus
1863,Bay,5,1,Adult,Domestic Short Hair,Black,Male,unknown,unknown,,"Other cats, dogs, children.",Short,278.0,Montville Animal Shelter,thirty_days,Bay Montville Animal Shelter,True,False,True,Short,Black,True,False,True,False,False,True,5,True,DSH,False,Thirty Days Plus
1864,Sage,5,1,Young,Domestic Short Hair,Tabby (Gray / Blue / Silver),Female,unknown,unknown,,unknown,Short,105.0,Bobbi & the Strays,thirty_days,Sage Bobbi & the Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,False,False,True,5,True,DSH,False,Thirty Days Plus
1865,Sassafras,4,0,Kitten,Siamese Mix,Buff & White,Male,unknown,unknown,,unknown,Short,93.0,Bobbi & the Strays,thirty_days,Sassafras Bobbi & the Strays,True,False,True,Short,Buff & White,True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1866,Boots,6,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Male,unknown,unknown,,unknown,Short,105.0,Bobbi & the Strays,thirty_days,Boots Bobbi & the Strays,True,False,True,Short,Tabby (Brown / Chocolate),True,False,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1867,Blue,0,0,Kitten,Domestic Short Hair,Black,Female,unknown,unknown,,unknown,Medium,94.0,Bobbi & the Strays,thirty_days,Blue Bobbi & the Strays,True,False,True,Medium,Black,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1868,Meadow,4,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Female,unknown,unknown,,unknown,Short,90.0,Bobbi & the Strays,thirty_days,Meadow Bobbi & the Strays,True,False,True,Short,Tabby (Brown / Chocolate),True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1869,Chris,2,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Male,unknown,unknown,,unknown,Short,90.0,Bobbi & the Strays,thirty_days,Chris Bobbi & the Strays,True,False,True,Short,Tabby (Brown / Chocolate),True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1870,Amanda,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Female,unknown,unknown,,unknown,Short,90.0,Bobbi & the Strays,thirty_days,Amanda Bobbi & the Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1871,Diamond,0,0,Adult,Domestic Long Hair,Gray & White,Female,unknown,unknown,,unknown,Long,103.0,Bobbi & the Strays,thirty_days,Diamond Bobbi & the Strays,True,False,True,Long,Gray & White,True,False,False,False,False,False,0,False,DLH,False,Thirty Days Plus
1872,Ruby,2,0,Adult,Domestic Long Hair,Gray & White,Female,unknown,unknown,,unknown,Long,103.0,Bobbi & the Strays,thirty_days,Ruby Bobbi & the Strays,True,False,True,Long,Gray & White,True,False,False,False,False,False,2,True,DLH,False,Thirty Days Plus
1873,Oliver,3,0,Young,Domestic Short Hair,Black,Male,unknown,unknown,,unknown,Short,90.0,Bobbi & the Strays,thirty_days,Oliver Bobbi & the Strays,True,False,True,Short,Black,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1874,Dwarf,4,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Female,unknown,unknown,,unknown,Short,100.0,Bobbi & the Strays,thirty_days,Dwarf Bobbi & the Strays,True,False,True,Short,Tabby (Brown / Chocolate),True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1875,Snarky,0,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Male,unknown,unknown,,unknown,Short,100.0,Bobbi & the Strays,thirty_days,Snarky Bobbi & the Strays,True,False,True,Short,Tabby (Brown / Chocolate),True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1876,Orville,3,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Male,unknown,unknown,,unknown,Short,89.0,Bobbi & the Strays,thirty_days,Orville Bobbi & the Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1877,Wilbur,3,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Male,unknown,unknown,,unknown,Short,89.0,Bobbi & the Strays,thirty_days,Wilbur Bobbi & the Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1878,Mojave,6,0,Kitten,Domestic Short Hair,Buff & White,Male,unknown,unknown,,unknown,Short,87.0,Bobbi & the Strays,thirty_days,Mojave Bobbi & the Strays,True,False,True,Short,Buff & White,True,False,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1879,Gobi,6,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Male,unknown,unknown,,unknown,Short,91.0,Bobbi & the Strays,thirty_days,Gobi Bobbi & the Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1880,Sonoran,6,0,Kitten,Domestic Short Hair,Buff & White,Male,unknown,unknown,,unknown,Short,87.0,Bobbi & the Strays,thirty_days,Sonoran Bobbi & the Strays,True,False,True,Short,Buff & White,True,False,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1881,Sahara,4,0,Kitten,Domestic Short Hair,Calico,Female,unknown,unknown,,unknown,Short,87.0,Bobbi & the Strays,thirty_days,Sahara Bobbi & the Strays,True,False,True,Short,Calico,True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1882,Apple,5,0,Young,Domestic Medium Hair,Tabby (Gray / Blue / Silver),Female,unknown,unknown,,unknown,Medium,108.0,Bobbi & the Strays,thirty_days,Apple Bobbi & the Strays,True,False,True,Medium,Tabby (Gray / Blue / Silver),True,False,False,False,False,False,5,True,Other,False,Thirty Days Plus
1883,Button,6,0,Young,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Female,unknown,unknown,,Other cats.,Short,104.0,Bobbi & the Strays,thirty_days,Button Bobbi & the Strays,True,False,True,Short,Tabby (Buff / Tan / Fawn),True,False,True,False,False,False,6,True,DSH,False,Thirty Days Plus
