,cat_name,num_images,num_videos,age,breed,color,sex,characteristics,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,pet_narrative,coat_length_miss,color_miss,color_bool,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool,more_than_1_cat,video,num_pictures,pictures,breed_type,is_dupe,Days_On_Site
1052,Karen,6,0,Young,Domestic Short Hair,Gray & White,Female,"Magnificent, Opinionated, Lady",unknown,,unknown,Short,194.0,Homeless Animal Adoption League,thirty_days,Karen Homeless Animal Adoption League,True,False,True,Short,Gray & White,True,False,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1053,Frankie & Grace,6,0,Senior,Domestic Short Hair,Black,Female,"Gentle, Sweet, Calm",unknown,,unknown,Short,153.0,Homeless Animal Adoption League,thirty_days,Frankie & Grace Homeless Animal Adoption League,True,False,True,Short,Black,True,False,False,True,True,False,6,True,DSH,True,Thirty Days Plus
1054,Justice,6,0,Kitten,Domestic Short Hair,Tabby (Tiger Striped),Male,"Adorable, Active, Fun, Curious, Smart",unknown,,unknown,Short,225.0,Homeless Animal Adoption League,thirty_days,Justice Homeless Animal Adoption League,True,False,True,Short,Tabby (Tiger Striped),True,False,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1055,Gladys,3,0,Adult,Domestic Short Hair,Black,Female,"Active, Smart, Crazy, Demanding",unknown,,Children.,Short,195.0,Homeless Animal Adoption League,thirty_days,Gladys Homeless Animal Adoption League,True,False,True,Short,Black,True,False,True,True,False,False,3,True,DSH,False,Thirty Days Plus
1056,Keats,2,0,Adult,Domestic Short Hair,Black,Female,unknown,Other cats.,,unknown,Short,166.0,Homeless Animal Adoption League,thirty_days,Keats Homeless Animal Adoption League,True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,True,Thirty Days Plus
1057,Lewis,6,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Male,"Playful, Shy, Sweet",Other cats.,,unknown,Short,194.0,Homeless Animal Adoption League,thirty_days,Lewis Homeless Animal Adoption League,True,False,True,Short,Tabby (Tiger Striped),True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1058,Sylvia,6,0,Young,Domestic Short Hair,unknown,Female,"Loving, Sweet, Cute, Sensitive",unknown,,Other cats.,,353.0,Homeless Animal Adoption League,thirty_days,Sylvia Homeless Animal Adoption League,True,False,True,unknown,unknown,False,False,True,True,False,False,6,True,DSH,False,Thirty Days Plus
1059,Quincy,6,0,Young,Domestic Short Hair,Black,Female,"Active, Loving, Beautiful",unknown,,Other cats.,Short,183.0,Homeless Animal Adoption League,thirty_days,Quincy Homeless Animal Adoption League,True,False,True,Short,Black,True,False,True,True,False,False,6,True,DSH,False,Thirty Days Plus
1060,General,6,0,Adult,American Shorthair,Orange & White,Male,"Playful, Cute, Handsome",unknown,,Children.,Short,195.0,Homeless Animal Adoption League,thirty_days,General Homeless Animal Adoption League,True,False,True,Short,Orange & White,True,False,True,True,False,False,6,True,Other,False,Thirty Days Plus
1061,Aussie,4,0,Adult,American Shorthair,Tabby (Orange / Red),Female,"Calm, Smart",unknown,,"Other cats, children.",Short,116.0,Homeless Animal Adoption League,thirty_days,Aussie Homeless Animal Adoption League,True,False,True,Short,Tabby (Orange / Red),True,False,True,True,False,False,4,True,Other,False,Thirty Days Plus
1062,Monty,6,0,Kitten,American Shorthair,Black & White / Tuxedo,Male,"Sweet, Loving, Handsome",unknown,,unknown,Medium,219.0,Homeless Animal Adoption League,thirty_days,Monty Homeless Animal Adoption League,True,False,True,Medium,Black & White / Tuxedo,True,False,False,True,False,False,6,True,Other,False,Thirty Days Plus
1063,Jefferson,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Male,"Handsome, Social",Other cats.,,Children.,Short,102.0,Homeless Animal Adoption League,thirty_days,Jefferson Homeless Animal Adoption League,True,False,True,Short,Tabby (Brown / Chocolate),True,True,True,True,False,False,5,True,DSH,False,Thirty Days Plus
1064,Shelly,5,1,Adult,Tabby,Tabby (Tiger Striped),Female,"Active, Curious, Smart, Sweet, Independent",unknown,,unknown,Short,102.0,Homeless Animal Adoption League,thirty_days,Shelly Homeless Animal Adoption League,True,False,True,Short,Tabby (Tiger Striped),True,False,False,True,False,True,5,True,DSH,False,Thirty Days Plus
1065,Liddy,6,0,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Female,"Calm, Sweet",unknown,,unknown,Short,134.0,Homeless Animal Adoption League,thirty_days,Liddy Homeless Animal Adoption League,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,True,False,False,6,True,DSH,True,Thirty Days Plus
1066,DOVE,3,0,Kitten,Bombay & Siamese Mix,Black,Female,unknown,"Other cats, dogs, children.",,unknown,Short,98.0,"For Blake's Sake Rescue, Inc.",thirty_days,"DOVE For Blake's Sake Rescue, Inc.",True,False,True,Short,Black,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1067,SNICKERS,3,0,Kitten,Tuxedo,Black & White / Tuxedo,Male,unknown,"Other cats, dogs, children.",,unknown,Short,98.0,"For Blake's Sake Rescue, Inc.",thirty_days,"SNICKERS For Blake's Sake Rescue, Inc.",True,False,True,Short,Black & White / Tuxedo,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1068,TWIX,3,0,Kitten,Tuxedo,Black & White / Tuxedo,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Curious","Other cats, dogs, children.",,unknown,Short,98.0,"For Blake's Sake Rescue, Inc.",thirty_days,"TWIX For Blake's Sake Rescue, Inc.",True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,3,True,DSH,False,Thirty Days Plus
1069,KORRA,2,0,Young,Bombay & Siamese Mix,Black,Female,unknown,"Other cats, dogs, children.",,unknown,Short,92.0,"For Blake's Sake Rescue, Inc.",thirty_days,"KORRA For Blake's Sake Rescue, Inc.",True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1070,Riley,2,0,Kitten,Domestic Short Hair,Gray & White,Male,unknown,"Other cats, dogs, children.",,unknown,Short,0.0,Circle Of Hope K-9 Rescue,thirty_days,Riley Circle Of Hope K-9 Rescue,True,True,False,Short,Gray & White,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1071,Binx,4,0,Kitten,Domestic Short Hair,Black,Male,unknown,"Other cats, dogs, children.",,unknown,Short,34.0,Circle Of Hope K-9 Rescue,thirty_days,Binx Circle Of Hope K-9 Rescue,True,False,True,Short,Black,True,True,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1072,Smokey,5,0,Adult,Tabby & Abyssinian Mix,Gray & White,Male,unknown,Other cats.,,unknown,Short,73.0,FOCAS,thirty_days,Smokey FOCAS,True,False,True,Short,Gray & White,True,True,False,False,False,False,5,True,DSH,False,Thirty Days Plus
1073,Willow,2,0,Adult,Domestic Short Hair,Black,Female,unknown,"Other animals. Her companion Tabitha, a tabby friend on PetFinder.",,unknown,Short,100.0,FOCAS,thirty_days,Willow FOCAS,True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1074,"Toby, Teddy, Tommy, Tucker & Tasha",6,0,Kitten,Domestic Short Hair,Tabby (Tiger Striped),Male,unknown,unknown,,unknown,Short,390.0,FOCAS,thirty_days,"Toby, Teddy, Tommy, Tucker & Tasha FOCAS",True,False,True,Short,Tabby (Tiger Striped),True,False,False,False,True,False,6,True,DSH,False,Thirty Days Plus
1075,"Theo, Sabrina & Sasha",5,0,Kitten,Tabby,Orange & White,Male,unknown,Other cats.,,unknown,Short,116.0,FOCAS,thirty_days,"Theo, Sabrina & Sasha FOCAS",True,False,True,Short,Orange & White,True,True,False,False,True,False,5,True,DSH,False,Thirty Days Plus
1076,Kiki,6,0,Adult,Domestic Short Hair & Calico Mix,Calico,Female,unknown,unknown,,"Other cats, dogs, children.",Short,138.0,FOCAS,thirty_days,Kiki FOCAS,True,False,True,Short,Calico,True,False,True,False,False,False,6,True,DSH,False,Thirty Days Plus
1077,Fudge,0,0,Adult,Domestic Short Hair,Black,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Loves kisses","Other cats, dogs, children, other animals. All other pets.",$175.00,unknown,Short,73.0,Yellow Brick Road Rescue NJ,thirty_days,Fudge Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,True,False,True,False,False,0,False,DSH,False,Thirty Days Plus
1078,Pepper,0,0,Kitten,Domestic Short Hair,Black,Male,"Friendly, Affectionate, Loyal, Gentle, Playful","Other cats, dogs, children, other animals. All other pets.",$175.00,unknown,Short,73.0,Yellow Brick Road Rescue NJ,thirty_days,Pepper Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,True,False,True,False,False,0,False,DSH,False,Thirty Days Plus
1079,Bash - courtesy post,0,0,Adult,Domestic Medium Hair,Gray & White,Male,unknown,unknown,,unknown,Medium,258.0,Yellow Brick Road Rescue NJ,thirty_days,Bash - courtesy post Yellow Brick Road Rescue NJ,True,False,True,Medium,Gray & White,True,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1080,Charlie,2,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Male,"Friendly, Affectionate, Loyal, Gentle, Playful","Other cats, dogs, children, other animals. All other pets.",$175.00,unknown,Short,73.0,Yellow Brick Road Rescue NJ,thirty_days,Charlie Yellow Brick Road Rescue NJ,True,False,True,Short,Gray / Blue / Silver,True,True,False,True,False,False,2,True,DSH,False,Thirty Days Plus
1081,Bobby,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Male,"Friendly, Affectionate, Loyal, Gentle, Playful","Other cats, dogs, children, other animals. Good with all other pets.",$175.00,unknown,Short,94.0,Yellow Brick Road Rescue NJ,thirty_days,Bobby Yellow Brick Road Rescue NJ,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,True,False,False,0,False,DSH,False,Thirty Days Plus
1082,Susie,2,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Female,"Friendly, Affectionate, Loyal, Playful, Gentle","Other cats, dogs, children, other animals. Good with all other pets.",$175.00,unknown,Short,119.0,Yellow Brick Road Rescue NJ,thirty_days,Susie Yellow Brick Road Rescue NJ,True,False,True,Short,Tabby (Gray / Blue / Silver),True,True,False,True,False,False,2,True,DSH,False,Thirty Days Plus
1083,Aphrodite,0,0,Adult,Domestic Short Hair & Siamese Mix,Lilac Point,Female,unknown,Other cats.,,unknown,Short,50.0,Care and Treatment of Strays,thirty_days,Aphrodite Care and Treatment of Strays,True,False,True,Short,Lilac Point,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1084,Ralphie,2,0,Senior,Domestic Short Hair,Orange / Red,Male,unknown,"Other cats, dogs.",,Children.,Short,148.0,Care and Treatment of Strays,thirty_days,Ralphie Care and Treatment of Strays,True,False,True,Short,Orange / Red,True,True,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1085,Daisy,2,0,Kitten,Domestic Short Hair,Black,Female,unknown,"Other cats, dogs, children, other animals. Good with all other pets.",,unknown,Short,92.0,Yellow Brick Road Rescue NJ,thirty_days,Daisy Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1086,Rosaline,0,0,Kitten,Domestic Short Hair & Tortoiseshell Mix,Tortoiseshell,Female,unknown,"Other cats, dogs, children, other animals. Good with all other pets.",,unknown,Short,92.0,Yellow Brick Road Rescue NJ,thirty_days,Rosaline Yellow Brick Road Rescue NJ,True,False,True,Short,Tortoiseshell,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1087,Blueberry,2,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Male,", Friendly, Gentle, Playful, Affectionate, Loyal","Other cats, dogs, children, other animals. Good with all other pets.",,unknown,Short,91.0,Yellow Brick Road Rescue NJ,thirty_days,Blueberry Yellow Brick Road Rescue NJ,True,False,True,Short,Gray / Blue / Silver,True,True,False,True,False,False,2,True,DSH,False,Thirty Days Plus
1088,Calico Sisters,0,0,Adult,Domestic Short Hair,Calico,Female,unknown,Other cats.,,"Dogs, children.",Short,105.0,Care and Treatment of Strays,thirty_days,Calico Sisters Care and Treatment of Strays,True,False,True,Short,Calico,True,True,True,False,False,False,0,False,DSH,False,Thirty Days Plus
1089,Whisper,2,0,Adult,Domestic Short Hair,Smoke,Male,unknown,Other cats.,,unknown,Short,73.0,Care and Treatment of Strays,thirty_days,Whisper Care and Treatment of Strays,True,False,True,Short,Smoke,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1090,Sarah,2,0,Adult,Domestic Short Hair,Black,Female,unknown,"Other cats, other animals. Good with all other pets.",,unknown,Short,120.0,Yellow Brick Road Rescue NJ,thirty_days,Sarah Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1091,Snow Angel,3,0,Young,Domestic Short Hair,Gray / Blue / Silver,Female,unknown,"Other cats, dogs.",,unknown,Short,87.0,Yellow Brick Road Rescue NJ,thirty_days,Snow Angel Yellow Brick Road Rescue NJ,True,False,True,Short,Gray / Blue / Silver,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1092,Stavros,2,0,Adult,Domestic Short Hair,White,Male,unknown,Other cats.,,unknown,Short,73.0,Care and Treatment of Strays,thirty_days,Stavros Care and Treatment of Strays,True,False,True,Short,White,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1093,Heidi *special needs*,3,0,Adult,Domestic Medium Hair,Tabby (Buff / Tan / Fawn),Female,unknown,"Other cats, dogs, other animals. Good with all other pets.",,unknown,Medium,252.0,Yellow Brick Road Rescue NJ,thirty_days,Heidi *special needs* Yellow Brick Road Rescue NJ,True,False,True,Medium,Tabby (Buff / Tan / Fawn),True,True,False,False,False,False,3,True,Other,True,Thirty Days Plus
1094,MooCat,3,0,Kitten,Domestic Short Hair,Black,Male,unknown,unknown,,unknown,Short,118.0,Yellow Brick Road Rescue NJ,thirty_days,MooCat Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1095,Stanley,0,0,Adult,Domestic Short Hair,Orange / Red,Male,unknown,"Other cats, children.",,unknown,Short,64.0,Care and Treatment of Strays,thirty_days,Stanley Care and Treatment of Strays,True,False,True,Short,Orange / Red,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1096,Peanut *i have a special story*,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Male,unknown,"Other cats, dogs, children, other animals. Good with all other pets.",,unknown,Short,176.0,Yellow Brick Road Rescue NJ,thirty_days,Peanut *i have a special story* Yellow Brick Road Rescue NJ,True,False,True,Short,Black & White / Tuxedo,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1097,John Lennon,0,0,Young,Domestic Short Hair,Orange / Red,Male,unknown,Other cats.,,Children.,Short,141.0,Care and Treatment of Strays,thirty_days,John Lennon Care and Treatment of Strays,True,False,True,Short,Orange / Red,True,True,True,False,False,False,0,False,DSH,False,Thirty Days Plus
1098,Sandy,2,0,Senior,Domestic Short Hair,Buff / Tan / Fawn,Female,unknown,Other cats.,,Children.,Short,93.0,Care and Treatment of Strays,thirty_days,Sandy Care and Treatment of Strays,True,False,True,Short,Buff / Tan / Fawn,True,True,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1099,Dalila,4,0,Adult,Domestic Short Hair,Black,Female,unknown,Other cats.,,Children.,Short,91.0,Yellow Brick Road Rescue NJ,thirty_days,Dalila Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,True,True,False,False,False,4,True,DSH,False,Thirty Days Plus
1100,Belle,4,0,Adult,Domestic Short Hair,Orange / Red,Female,unknown,"Other cats, children.",,unknown,Short,100.0,Yellow Brick Road Rescue NJ,thirty_days,Belle Yellow Brick Road Rescue NJ,True,False,True,Short,Orange / Red,True,True,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1101,Salty,2,0,Adult,Domestic Short Hair,Black,Female,unknown,Other cats.,,Children.,Short,117.0,Yellow Brick Road Rescue NJ,thirty_days,Salty Yellow Brick Road Rescue NJ,True,False,True,Short,Black,True,True,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1102,Nicky,4,0,Adult,Domestic Short Hair,Calico,Female,unknown,unknown,,Other cats.,Short,55.0,Care and Treatment of Strays,thirty_days,Nicky Care and Treatment of Strays,True,False,True,Short,Calico,True,False,True,False,False,False,4,True,DSH,False,Thirty Days Plus
1103,Stephan,4,0,Adult,Domestic Medium Hair,Gray / Blue / Silver,Male,unknown,Other cats.,,unknown,Short,55.0,Care and Treatment of Strays,thirty_days,Stephan Care and Treatment of Strays,True,False,True,Short,Gray / Blue / Silver,True,True,False,False,False,False,4,True,Other,False,Thirty Days Plus
1104,Mabel,2,0,Kitten,Domestic Short Hair,Gray & White,Female,unknown,"Other cats, dogs.",,unknown,Short,54.0,Care and Treatment of Strays,thirty_days,Mabel Care and Treatment of Strays,True,False,True,Short,Gray & White,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1105,Samson,3,0,Adult,Domestic Short Hair,Orange / Red,Male,unknown,unknown,,"Other cats, dogs, children.",Short,104.0,Care and Treatment of Strays,thirty_days,Samson Care and Treatment of Strays,True,False,True,Short,Orange / Red,True,False,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1106,Tippy,5,0,Adult,Domestic Short Hair & Manx Mix,Tabby (Gray / Blue / Silver),Male,unknown,Children.,,"Other cats, dogs.",Short,90.0,Care and Treatment of Strays,thirty_days,Tippy Care and Treatment of Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,True,True,False,False,False,5,True,DSH,False,Thirty Days Plus
1107,Taco,3,0,Adult,Domestic Short Hair,Orange / Red,Male,unknown,"Other cats, children.",,unknown,Short,56.0,Care and Treatment of Strays,thirty_days,Taco Care and Treatment of Strays,True,False,True,Short,Orange / Red,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1108,Baxter,0,0,Adult,Domestic Short Hair,Gray & White,Male,unknown,"Other cats, children.",,unknown,Short,71.0,Care and Treatment of Strays,thirty_days,Baxter Care and Treatment of Strays,True,False,True,Short,Gray & White,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1109,Dustin,3,0,Adult,Domestic Short Hair,Buff / Tan / Fawn,Male,unknown,"Other cats, children.",,unknown,Short,47.0,Care and Treatment of Strays,thirty_days,Dustin Care and Treatment of Strays,True,False,True,Short,Buff / Tan / Fawn,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1110,Bowie,2,0,Adult,Domestic Short Hair,Orange / Red,Male,unknown,"Other cats, children.",,unknown,Short,50.0,Care and Treatment of Strays,thirty_days,Bowie Care and Treatment of Strays,True,False,True,Short,Orange / Red,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1111,Ferdinand,0,0,Adult,Domestic Short Hair Mix,Buff & White,Male,unknown,Other cats.,,Children.,Short,42.0,Care and Treatment of Strays,thirty_days,Ferdinand Care and Treatment of Strays,True,False,True,Short,Buff & White,True,True,True,False,False,False,0,False,DSH,False,Thirty Days Plus
1112,Red,3,0,Adult,Domestic Medium Hair,Orange & White,Male,unknown,Other cats.,,"Dogs, children.",Short,101.0,Care and Treatment of Strays,thirty_days,Red Care and Treatment of Strays,True,False,True,Short,Orange & White,True,True,True,False,False,False,3,True,Other,False,Thirty Days Plus
1113,Minnie,2,0,Senior,Tortoiseshell & Domestic Short Hair Mix,Tortoiseshell,Female,unknown,Children.,,"Other cats, dogs.",Short,150.0,Yellow Brick Road Rescue NJ,thirty_days,Minnie Yellow Brick Road Rescue NJ,True,False,True,Short,Tortoiseshell,True,True,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1114,Stonewall,0,0,Young,Domestic Short Hair Mix,White,Male,unknown,"Other cats, dogs, children.",,unknown,,79.0,The Animal Project,thirty_days,Stonewall The Animal Project,True,False,True,unknown,White,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1115,Challah,3,0,Young,Domestic Short Hair & Tabby Mix,unknown,Female,unknown,"Other cats, children.",,Dogs.,,92.0,The Animal Project,thirty_days,Challah The Animal Project,True,False,True,unknown,unknown,False,True,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1116,Cinnamon,3,0,Senior,Domestic Short Hair Mix,unknown,Female,unknown,"Other cats, children.",,Dogs.,,61.0,The Animal Project,thirty_days,Cinnamon The Animal Project,True,False,True,unknown,unknown,False,True,True,False,False,False,3,True,DSH,True,Thirty Days Plus
1117,Babka & Macaroon,3,0,Young,Domestic Short Hair & Tabby Mix,unknown,Male,unknown,"Other cats, dogs, children.",,unknown,,86.0,The Animal Project,thirty_days,Babka & Macaroon The Animal Project,True,False,True,unknown,unknown,False,True,False,False,True,False,3,True,DSH,False,Thirty Days Plus
1118,Wallace,3,0,Adult,Domestic Short Hair Mix,Gray & White,Male,unknown,"Other cats, children.",,Dogs.,,57.0,The Animal Project,thirty_days,Wallace The Animal Project,True,False,True,unknown,Gray & White,True,True,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1119,Bebe,3,0,Adult,Domestic Short Hair Mix,unknown,Female,unknown,Other cats.,,"Dogs, children.",,133.0,The Animal Project,thirty_days,Bebe The Animal Project,True,False,True,unknown,unknown,False,True,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1120,London and Lexus,3,0,Adult,Tabby & Domestic Short Hair Mix,Tabby (Buff / Tan / Fawn),Male,unknown,Other cats.,,"Dogs, children.",,116.0,The Animal Project,thirty_days,London and Lexus The Animal Project,True,False,True,unknown,Tabby (Buff / Tan / Fawn),True,True,True,False,True,False,3,True,DSH,False,Thirty Days Plus
1121,Harvey,6,0,Adult,Domestic Short Hair,Orange / Red,Male,"Sweet, Cute, Gentle, Loving",unknown,,"Other cats, children.",Short,272.0,Homeless Animal Adoption League,thirty_days,Harvey Homeless Animal Adoption League,True,False,True,Short,Orange / Red,True,False,True,True,False,False,6,True,DSH,True,Thirty Days Plus
1122,Snickers,0,0,Adult,Domestic Short Hair & Calico Mix,Calico,Female,unknown,"Other cats, children.",,Dogs.,Short,81.0,daps animals,thirty_days,Snickers daps animals,True,False,True,Short,Calico,True,True,True,False,False,False,0,False,DSH,False,Thirty Days Plus
1123,Willy,2,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Buff / Tan / Fawn),Male,unknown,unknown,,Other cats.,Short,168.0,daps animals,thirty_days,Willy daps animals,True,False,True,Short,Tabby (Buff / Tan / Fawn),True,False,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1124,Ollie-O,4,1,Adult,American Shorthair,Black,Male,"Pleasant, companionable, mellow, curious","Other cats, children.",,unknown,,348.0,daps animals,thirty_days,Ollie-O daps animals,True,False,True,unknown,Black,True,True,False,True,False,True,4,True,Other,True,Thirty Days Plus
1125,VERY URGENT! Checkers needs a foster!,6,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Male,"loving, playful, sweet",unknown,,unknown,Short,430.0,daps animals,thirty_days,VERY URGENT! Checkers needs a foster! daps animals,True,False,True,Short,Black & White / Tuxedo,True,False,False,True,False,False,6,True,DSH,True,Thirty Days Plus
1126,Cinderella - Beautiful Calico,3,0,Adult,Domestic Short Hair,Calico,Female,unknown,unknown,,Other cats.,Short,183.0,daps animals,thirty_days,Cinderella - Beautiful Calico daps animals,True,False,True,Short,Calico,True,False,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1127,Blackie Cee,5,1,Senior,Domestic Short Hair,Black,Male,"loving, curious, serene",unknown,,unknown,Short,260.0,daps animals,thirty_days,Blackie Cee daps animals,True,False,True,Short,Black,True,False,False,True,False,True,5,True,DSH,False,Thirty Days Plus
1128,Lucia,5,1,Senior,Domestic Short Hair,Torbie,Female,"Gentle, affectionate",Other cats.,,unknown,,278.0,daps animals,thirty_days,Lucia daps animals,True,False,True,unknown,Torbie,True,True,False,True,False,True,5,True,DSH,False,Thirty Days Plus
1129,Bronson,5,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Male,unknown,Other cats.,,unknown,Short,190.0,daps animals,thirty_days,Bronson daps animals,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,5,True,DSH,False,Thirty Days Plus
1130,Giselle needs a foster!,4,0,Adult,Domestic Short Hair,Tabby (Tiger Striped),Female,"Sweet,",unknown,,Other cats.,Short,128.0,daps animals,thirty_days,Giselle needs a foster! daps animals,True,False,True,Short,Tabby (Tiger Striped),True,False,True,True,False,False,4,True,DSH,False,Thirty Days Plus
1131,Marnie,3,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,unknown,,unknown,Short,72.0,daps animals,thirty_days,Marnie daps animals,True,False,True,Short,Black & White / Tuxedo,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1132,Brutus,2,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Brown / Chocolate),Male,", Quiet, Independent",unknown,,"Other cats, dogs, children.",Short,0.0,Amazing Animals Rescue and Adoptions,thirty_days,Brutus Amazing Animals Rescue and Adoptions,True,True,False,Short,Tabby (Brown / Chocolate),True,False,True,True,False,False,2,True,DSH,False,Thirty Days Plus
1133,grey,3,0,Young,Domestic Short Hair Mix,Gray & White,Male,unknown,unknown,,unknown,Short,81.0,Amazing Animals Rescue and Adoptions,thirty_days,grey Amazing Animals Rescue and Adoptions,True,False,True,Short,Gray & White,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1134,Daisy,5,0,Adult,Domestic Short Hair & Tabby Mix,Buff / Tan / Fawn,Female,unknown,unknown,,"Other cats, dogs, children.",Short,181.0,Amazing Animals Rescue and Adoptions,thirty_days,Daisy Amazing Animals Rescue and Adoptions,True,False,True,Short,Buff / Tan / Fawn,True,False,True,False,False,False,5,True,DSH,False,Thirty Days Plus
1135,Mama Cat & Bean,6,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,unknown,,Other cats.,Short,168.0,Bloomfield Animal Shelter - John A. Bukow…,thirty_days,Mama Cat & Bean Bloomfield Animal Shelter - John A. Bukow…,True,False,True,Short,Black & White / Tuxedo,True,False,True,False,True,False,6,True,DSH,False,Thirty Days Plus
1136,Murphy,3,0,Kitten,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,,25.0,Give Me Shelter Project,thirty_days,Murphy Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1137,Sahara,0,0,Young,Domestic Short Hair,unknown,Female,unknown,Other cats.,,unknown,,89.0,Give Me Shelter Project,thirty_days,Sahara Give Me Shelter Project,True,False,True,unknown,unknown,False,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1138,Mojave,2,0,Young,Domestic Short Hair,unknown,Female,unknown,unknown,,unknown,,73.0,Give Me Shelter Project,thirty_days,Mojave Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1139,Aspen,0,0,Young,Domestic Short Hair,unknown,Female,unknown,unknown,,unknown,,52.0,Give Me Shelter Project,thirty_days,Aspen Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1140,Tahoe,2,0,Adult,Domestic Short Hair,unknown,Female,unknown,unknown,,unknown,,53.0,Give Me Shelter Project,thirty_days,Tahoe Give Me Shelter Project,True,False,True,unknown,unknown,False,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
